,ChatGPT,2023 Cricket World Cup,Oppenheimer (film),J. Robert Oppenheimer,Cricket World Cup,Jawan (film),Taylor Swift,The Last of Us (TV series),Pathaan (film),Premier League,Barbie (film),Cristiano Ronaldo,The Idol (TV series),United States,Matthew Perry,Lionel Messi,Animal (2023 film),Elon Musk,India,Avatar: The Way of Water,Lisa Marie Presley,Guardians of the Galaxy Vol. 3,Russian invasion of Ukraine,Leo (2023 Indian film),2023 Israel–Hamas war,Israel,Andrew Tate,Elizabeth II,David Beckham,Fast X,Sinéad O'Connor,Spider,Elvis Presley,Killers of the Flower Moon (film),Twitter,Travis Kelce,The Super Mario Bros. Movie,Pedro Pascal,Charles III,Donald Trump,Tina Turner,Indiana Jones and the Dial of Destiny,Joe Biden,John Wick: Chapter 4,Gadar 2,Everything Everywhere All at Once,Margot Robbie,Jeffrey Dahmer,2022 Russian invasion of Ukraine,2022 FIFA World Cup
Michael,1,0,1,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,6,4,0,0,0,1,0,2,3,2,2,1,2,1,3,1,4,0,2,2,1,2,0,4,0,0,0,1,0,3
Hicks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0
Glasgow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
bullshit,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
question-and-answer,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stack,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Overflow,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
banned,5,0,1,1,1,0,0,0,0,1,6,0,0,0,0,0,0,2,0,0,0,0,3,0,0,1,2,0,2,0,0,0,0,0,8,0,0,0,1,3,0,0,1,1,0,0,0,0,3,2
citing,3,0,1,0,0,2,1,1,1,0,0,3,0,0,0,1,0,1,0,0,2,0,2,0,3,0,3,1,1,4,0,0,0,0,2,0,0,1,0,2,0,0,1,1,0,0,0,1,2,0
factually,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ambiguous,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Conference,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,5,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
undocumented,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
submitted,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
papers,9,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1
Samsung,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
company-wide,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sensitive,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
material,1,0,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,9,0,2,0,0,0,0,4,0,2,1,0,0,0,0,0,0,1
uploaded,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ChatGPT.In,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sent,3,1,0,1,0,1,1,0,0,0,1,2,0,0,0,1,0,2,0,0,0,0,4,4,1,1,1,1,10,1,1,1,3,0,10,0,0,0,3,2,4,1,4,0,0,0,0,2,4,3
Nick,1,0,0,0,0,0,1,0,0,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cave,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red,1,0,0,1,0,5,13,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,9,5,0,0,0,1,6,0,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0
Hand,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Files,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
saying,4,0,5,3,0,0,1,0,0,1,6,3,1,0,0,0,0,10,0,4,0,5,6,0,3,1,5,4,2,21,6,3,1,4,1,1,2,0,3,9,1,7,15,5,0,2,0,3,6,0
act,1,0,3,0,0,0,10,0,1,1,5,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0,0,1,0,4,0,0,0,0,0,0,2,3,1,4,1,0,0,0,1,0,2
writing,4,0,4,2,0,4,9,1,0,0,5,0,0,0,0,0,0,1,0,9,1,3,1,6,0,0,0,0,0,12,2,6,0,5,1,0,3,1,1,1,1,3,2,6,0,3,0,0,1,0
blood,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,0
guts,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
initiate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fresh,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
idea,2,0,0,5,0,0,0,1,0,3,9,0,0,1,1,0,0,2,0,0,0,1,1,1,0,2,0,1,1,0,1,0,1,0,4,0,3,1,0,1,1,6,2,0,0,1,1,1,1,0
humanness,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
He,4,0,12,75,0,5,0,4,2,1,5,57,0,0,24,47,0,38,1,9,1,11,6,3,3,0,16,2,71,15,1,3,58,3,3,52,8,15,37,60,7,16,77,7,2,3,0,62,6,0
went,2,0,5,5,2,3,1,0,1,1,2,2,0,2,0,1,0,6,3,1,1,1,2,2,1,2,3,2,8,4,2,1,7,1,2,3,2,1,3,4,6,2,4,1,1,0,0,1,2,4
say,1,1,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,3,0,1,1,1,4,1,1,0,3,0,4,0,3,0,3,1,3,0,0,0,0,2,0,1,2,0,0,1,0,0,4,0
With,1,0,0,2,1,0,1,1,2,2,0,8,0,5,0,5,0,3,2,1,1,1,2,1,0,1,1,0,7,3,0,1,4,0,2,1,0,1,0,1,2,2,2,0,0,2,3,0,2,5
love,1,0,0,2,0,1,3,1,0,0,1,0,2,0,1,0,0,0,0,4,2,4,0,0,0,0,2,3,1,3,2,2,4,3,1,0,5,1,2,1,4,1,0,2,0,4,2,1,0,0
respect,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1
grotesque,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mockery,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
well,3,0,4,8,3,1,3,0,0,8,7,9,0,8,1,7,0,3,9,4,1,2,7,2,7,13,2,5,16,3,1,4,7,2,6,3,8,0,5,2,4,7,3,3,0,3,1,1,7,6
I,1,0,13,31,0,0,11,1,0,2,13,8,0,2,2,10,0,14,1,15,32,13,1,0,2,2,14,16,31,12,49,1,60,4,1,1,9,8,13,3,38,19,1,6,3,6,12,20,1,0
Time,1,0,0,1,0,0,12,1,0,0,2,3,0,0,0,3,0,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,2,1,0,5,10,0,1,0
placed,1,0,3,2,0,0,1,0,0,2,1,0,0,0,0,1,0,1,0,1,1,1,6,0,0,2,2,1,0,1,3,1,2,0,1,2,0,0,0,3,0,0,1,1,0,0,1,22,6,2
screenshot,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cover,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,3,0,1,0,1,0,1,0,0,0,2,0,4,0,4,1,1,1,1,0,0,1,12,0,1,0,0,0,0,1,1,2
Arms,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0
Race,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Is,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,6,2,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,1
Changing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Everything,1,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0
Start,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Worrying,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.Chinese,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
state,1,0,3,3,0,0,0,0,1,0,0,1,0,28,0,0,0,3,12,0,0,0,15,0,5,29,2,21,1,1,1,1,1,1,4,0,0,1,7,17,0,1,8,0,0,0,0,4,15,1
media,4,0,5,0,1,2,10,0,2,3,5,11,0,0,0,2,0,8,2,4,1,4,8,0,11,4,10,6,21,4,2,2,1,1,19,2,3,1,9,20,0,0,4,0,1,1,1,1,8,6
characterized,1,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0
spread,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,6,0,0,0,1,0,4,0,3,0,1,0,0,0,1,0,7,0,0,0,0,4,0,0,1,0,0,0,0,0,1,0
police,2,0,0,0,1,0,2,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,7,0,15,1,0,1,0,4,2,1,2,2,0,0,0,1,0,0,3,0,0,0,0,12,0,6
arrested,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3
man,1,0,0,2,0,0,0,0,0,0,1,5,0,0,4,1,0,1,0,0,1,0,0,0,1,0,5,3,6,0,1,0,6,0,2,0,0,1,1,1,0,3,2,0,0,1,1,8,0,1
allegedly,2,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,1,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
bogus,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
report,2,0,0,7,0,0,0,0,0,3,0,1,0,1,1,0,0,4,5,0,1,0,8,0,11,4,2,1,0,1,0,1,1,0,11,0,0,0,0,8,0,0,1,0,0,0,0,3,8,14
crash,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
posted,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,2,0,1,0,0,0,0,1,0,0,0,3,0,0,1,13,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
profit,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,0,0
develop,2,0,3,2,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,2,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,3,0,0,2,0,1,0,0,0,1,0,0,1,0
ransomware,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
survey,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
youth,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,10,0,1,0,0,0,0,0,0,1,1,0,0,5,0,0,0,2,0,0,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0
respondents,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
born,1,0,0,6,0,0,2,0,0,0,0,5,0,2,3,5,0,7,0,2,4,0,1,0,0,4,2,5,8,0,6,0,3,0,0,2,0,3,7,7,5,0,2,0,0,0,2,1,1,0
2000,1,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,0,5,1,0,0,0,0,1,1,7,0,1,7,0,3,0,0,0,0,0,0,0,2,1,2,0,2,0,0,1,0,1,0,0
reported,5,3,6,0,0,8,2,0,1,0,4,4,6,2,0,1,0,14,2,6,1,4,64,8,44,1,8,5,5,10,1,5,5,3,7,1,0,0,10,14,0,3,6,1,0,0,1,2,64,9
almost,1,0,0,2,0,0,0,5,0,1,2,3,0,4,0,1,0,2,1,1,0,0,3,0,6,1,1,0,2,1,0,0,12,0,3,0,1,0,0,2,2,1,2,0,0,0,0,2,3,2
popular,2,0,0,2,0,0,3,0,0,0,1,4,0,8,0,0,0,1,8,0,0,0,1,0,1,1,1,1,0,1,0,0,17,1,8,1,0,3,0,3,1,0,2,0,0,1,0,0,1,1
China.In,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
late,1,0,0,9,0,0,2,0,0,1,1,0,1,9,0,1,0,5,7,2,1,5,11,1,1,11,1,1,3,3,2,3,7,0,3,0,0,0,2,4,0,2,12,1,0,1,2,2,11,5
Italian,3,0,0,0,0,0,1,0,0,0,0,6,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0
protection,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,1,0,2,0,0,0,0,0,1,0
authority,1,0,0,0,0,0,0,0,0,1,6,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
Italy,2,0,0,0,0,0,0,0,2,7,0,2,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,5
opened,1,0,0,1,0,0,8,0,0,0,4,3,0,0,3,1,0,0,0,0,3,0,4,0,6,1,0,7,0,0,0,0,3,0,1,1,1,0,0,5,3,0,0,0,0,0,0,1,4,2
investigation,2,0,0,2,1,0,0,0,0,1,0,0,0,0,1,1,0,3,0,0,1,0,10,0,9,0,18,0,0,0,0,0,0,1,3,0,0,0,5,22,0,0,3,0,0,0,0,0,10,5
regulators,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
assert,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
exposing,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
minors,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
age-inappropriate,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Europe,1,0,1,4,0,0,0,2,0,2,0,4,0,8,0,4,0,0,1,0,0,0,8,1,0,8,1,2,2,0,1,0,0,0,2,0,0,0,0,1,6,0,0,0,0,0,0,0,8,1
General,2,0,1,6,0,0,0,0,1,0,2,0,0,2,0,0,0,0,1,0,0,1,13,0,2,3,0,2,0,0,0,0,0,0,0,0,4,0,0,6,0,0,3,0,1,0,0,1,13,0
Data,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Protection,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,1,0
Regulation,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ban,3,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,8,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,6,0,0,1,0,0,0,0,0,8,3
lifted,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0
taken,2,1,1,4,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,2,0,1,5,0,7,2,4,4,1,2,2,2,1,0,8,0,1,0,2,7,0,2,4,0,0,2,0,2,5,1
steps,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
effectively,1,0,0,1,0,0,0,0,0,0,1,2,0,1,0,1,0,0,1,1,0,1,4,0,1,2,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,4,0
clarify,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
issues,2,0,0,8,0,3,0,1,0,4,4,0,0,4,1,1,0,4,1,0,0,1,1,0,0,0,0,1,1,0,2,3,0,0,3,0,0,0,3,1,0,2,5,0,0,1,0,0,1,0
age,1,0,1,4,0,0,3,0,0,0,1,11,0,8,6,13,0,4,6,0,2,1,3,0,1,1,1,6,3,0,4,0,5,2,1,0,0,1,5,2,5,10,5,0,0,1,2,4,3,0
verification,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
tool,4,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
implemented,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0,0,0,0
ensure,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1
least,2,0,0,1,2,0,3,0,0,5,1,4,0,0,0,2,0,2,1,2,0,0,12,2,40,5,3,0,0,0,0,1,1,1,3,2,1,0,2,9,0,1,4,0,0,0,0,3,12,9
years,3,1,2,14,5,0,6,2,0,14,2,14,0,11,4,20,0,7,18,10,4,9,8,0,3,23,0,23,12,4,10,1,22,4,4,0,3,3,7,12,11,5,13,0,0,1,4,7,8,4
old,2,1,1,1,0,0,1,0,0,5,1,2,1,2,1,7,0,1,1,1,1,2,1,0,2,0,0,3,0,0,2,0,6,2,2,0,0,3,1,0,3,3,2,2,0,0,3,0,1,0
Additionally,3,0,3,0,0,2,0,0,0,1,2,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,2,0,0,1,0,0,0,1,0,1,0,0,0,0
privacy,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
registration.In,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brian,1,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,12,1,4,0,1,0,0,2,0,0,1,0,0,0,0,0,1,0,0,0,0
Hood,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
mayor,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
Hepburn,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shire,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Council,1,3,0,1,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,6,0,6,7,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0
take,1,1,2,5,0,0,0,0,2,9,3,6,0,0,2,2,0,0,0,1,1,5,3,4,0,3,1,2,3,5,3,4,2,1,2,0,1,0,2,6,0,4,1,4,1,1,0,4,3,2
legal,8,0,0,1,0,1,2,0,0,0,0,0,0,4,1,0,0,0,2,0,1,1,1,1,1,5,7,2,0,0,1,0,1,1,2,0,0,0,1,10,2,1,3,0,0,0,0,0,1,1
action,1,0,1,0,0,11,1,1,12,0,2,2,0,1,0,0,0,0,1,8,0,2,4,11,2,1,0,2,2,8,0,1,0,1,2,0,4,2,2,5,0,10,6,11,2,6,1,0,4,1
false,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,1,0,1,1,0,0,0,4,0,2,0,0,0,0,0,1,0,2,0,0,0,0,15,0,0,3,0,0,0,0,0,0,0
erroneously,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
claimed,1,0,2,2,1,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,14,1,10,0,2,3,5,1,1,0,3,0,3,0,0,0,3,5,0,1,3,0,0,0,0,3,14,5
jailed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
